ts,name,cpuPct,mem
10:47:51,lucky-star-zookeeper,2.59%,137.2MiB / 15.47GiB
10:47:53,lucky-star-wallet-service,4.22%,502.1MiB / 15.47GiB
10:47:53,lucky-star-member-service,1.49%,502.8MiB / 15.47GiB
10:47:53,lucky-star-gateway-service,0.28%,483.9MiB / 15.47GiB
10:47:53,lucky-star-game-service,2.94%,779.7MiB / 15.47GiB
10:47:53,lucky-star-redis,3.30%,17.85MiB / 15.47GiB
10:47:53,lucky-star-admin-service,1.88%,768.4MiB / 15.47GiB
10:47:53,lucky-star-rank-service,0.52%,649.7MiB / 15.47GiB
10:47:53,lucky-star-notification-service,1.38%,351.1MiB / 15.47GiB
10:47:53,lucky-star-kafka-ui,0.96%,297.2MiB / 15.47GiB
10:47:53,lucky-star-postgres,4.47%,534.8MiB / 15.47GiB
10:47:53,lucky-star-kafka,3.47%,1.346GiB / 15.47GiB
10:47:53,lucky-star-mysql,0.55%,637.1MiB / 15.47GiB
10:47:53,lucky-star-grafana,0.05%,51.38MiB / 15.47GiB
10:47:53,lucky-star-prometheus,0.56%,60.25MiB / 15.47GiB
10:47:53,lucky-star-zookeeper,0.08%,136.7MiB / 15.47GiB
10:47:55,lucky-star-wallet-service,5.82%,501.6MiB / 15.47GiB
10:47:55,lucky-star-member-service,186.97%,516MiB / 15.47GiB
10:47:55,lucky-star-gateway-service,3.12%,484.4MiB / 15.47GiB
10:47:55,lucky-star-game-service,0.42%,779.5MiB / 15.47GiB
10:47:55,lucky-star-redis,0.55%,17.25MiB / 15.47GiB
10:47:55,lucky-star-admin-service,0.63%,768.3MiB / 15.47GiB
10:47:55,lucky-star-rank-service,0.47%,649.6MiB / 15.47GiB
10:47:55,lucky-star-notification-service,0.63%,350.9MiB / 15.47GiB
10:47:55,lucky-star-kafka-ui,0.10%,296.7MiB / 15.47GiB
10:47:55,lucky-star-postgres,0.56%,535MiB / 15.47GiB
10:47:55,lucky-star-kafka,3.47%,1.346GiB / 15.47GiB
10:47:55,lucky-star-mysql,4.86%,638.4MiB / 15.47GiB
10:47:55,lucky-star-grafana,0.10%,51.38MiB / 15.47GiB
10:47:55,lucky-star-prometheus,0.81%,59.41MiB / 15.47GiB
10:47:55,lucky-star-zookeeper,0.13%,136.7MiB / 15.47GiB
10:47:57,lucky-star-wallet-service,12.44%,501.9MiB / 15.47GiB
10:47:57,lucky-star-member-service,1132.99%,534.6MiB / 15.47GiB
10:47:57,lucky-star-gateway-service,0.24%,484.1MiB / 15.47GiB
10:47:57,lucky-star-game-service,0.92%,779.2MiB / 15.47GiB
10:47:57,lucky-star-redis,2.54%,18.1MiB / 15.47GiB
10:47:57,lucky-star-admin-service,0.75%,767.9MiB / 15.47GiB
10:47:57,lucky-star-rank-service,8.01%,661.3MiB / 15.47GiB
10:47:57,lucky-star-notification-service,0.54%,350.7MiB / 15.47GiB
10:47:57,lucky-star-kafka-ui,0.11%,296.7MiB / 15.47GiB
10:47:57,lucky-star-postgres,1.02%,534.4MiB / 15.47GiB
10:47:57,lucky-star-kafka,4.80%,1.346GiB / 15.47GiB
10:47:57,lucky-star-mysql,12.78%,639.7MiB / 15.47GiB
10:47:57,lucky-star-grafana,0.08%,51.38MiB / 15.47GiB
10:47:57,lucky-star-prometheus,1.94%,59.7MiB / 15.47GiB
10:47:57,lucky-star-zookeeper,0.10%,136.7MiB / 15.47GiB
10:47:59,lucky-star-wallet-service,22.53%,503.1MiB / 15.47GiB
10:47:59,lucky-star-member-service,931.39%,548.4MiB / 15.47GiB
10:47:59,lucky-star-gateway-service,0.29%,483.9MiB / 15.47GiB
10:47:59,lucky-star-game-service,2.28%,779.5MiB / 15.47GiB
10:47:59,lucky-star-redis,1.55%,18.31MiB / 15.47GiB
10:47:59,lucky-star-admin-service,0.57%,767.9MiB / 15.47GiB
10:47:59,lucky-star-rank-service,1.10%,660.6MiB / 15.47GiB
10:47:59,lucky-star-notification-service,0.95%,350.9MiB / 15.47GiB
10:47:59,lucky-star-kafka-ui,0.25%,296.7MiB / 15.47GiB
10:47:59,lucky-star-postgres,0.70%,534.4MiB / 15.47GiB
10:47:59,lucky-star-kafka,145.86%,1.384GiB / 15.47GiB
10:47:59,lucky-star-mysql,10.11%,640.6MiB / 15.47GiB
10:47:59,lucky-star-grafana,0.05%,51.38MiB / 15.47GiB
10:47:59,lucky-star-prometheus,1.05%,59.8MiB / 15.47GiB
10:47:59,lucky-star-zookeeper,0.10%,136.7MiB / 15.47GiB
10:48:01,lucky-star-wallet-service,59.95%,502.4MiB / 15.47GiB
10:48:01,lucky-star-member-service,908.00%,555.3MiB / 15.47GiB
10:48:01,lucky-star-gateway-service,2.79%,483.9MiB / 15.47GiB
10:48:01,lucky-star-game-service,0.46%,779.7MiB / 15.47GiB
10:48:01,lucky-star-redis,1.72%,18.31MiB / 15.47GiB
10:48:01,lucky-star-admin-service,5.79%,769.1MiB / 15.47GiB
10:48:01,lucky-star-rank-service,1.02%,660.7MiB / 15.47GiB
10:48:01,lucky-star-notification-service,5.69%,351.9MiB / 15.47GiB
10:48:01,lucky-star-kafka-ui,0.09%,296.7MiB / 15.47GiB
10:48:01,lucky-star-postgres,1.49%,534.9MiB / 15.47GiB
10:48:01,lucky-star-kafka,139.98%,1.412GiB / 15.47GiB
10:48:01,lucky-star-mysql,10.77%,639.4MiB / 15.47GiB
10:48:01,lucky-star-grafana,0.04%,51.38MiB / 15.47GiB
10:48:01,lucky-star-prometheus,3.63%,59.85MiB / 15.47GiB
10:48:01,lucky-star-zookeeper,0.15%,137.1MiB / 15.47GiB
10:48:04,lucky-star-wallet-service,7.80%,502.2MiB / 15.47GiB
10:48:04,lucky-star-member-service,1149.04%,560.2MiB / 15.47GiB
10:48:04,lucky-star-gateway-service,0.44%,483.9MiB / 15.47GiB
10:48:04,lucky-star-game-service,0.48%,779MiB / 15.47GiB
10:48:04,lucky-star-redis,2.30%,18.08MiB / 15.47GiB
10:48:04,lucky-star-admin-service,0.95%,767.7MiB / 15.47GiB
10:48:04,lucky-star-rank-service,0.55%,670.9MiB / 15.47GiB
10:48:04,lucky-star-notification-service,3.09%,352.1MiB / 15.47GiB
10:48:04,lucky-star-kafka-ui,0.15%,296.7MiB / 15.47GiB
10:48:04,lucky-star-postgres,15.31%,535.5MiB / 15.47GiB
10:48:04,lucky-star-kafka,24.90%,1.346GiB / 15.47GiB
10:48:04,lucky-star-mysql,10.73%,639.7MiB / 15.47GiB
10:48:04,lucky-star-grafana,0.08%,51.38MiB / 15.47GiB
10:48:04,lucky-star-prometheus,1.12%,59.69MiB / 15.47GiB
10:48:04,lucky-star-zookeeper,0.17%,136.7MiB / 15.47GiB
10:48:06,lucky-star-wallet-service,55.12%,503MiB / 15.47GiB
10:48:06,lucky-star-member-service,1079.96%,562.2MiB / 15.47GiB
10:48:06,lucky-star-gateway-service,9.92%,484.6MiB / 15.47GiB
10:48:06,lucky-star-game-service,0.37%,779.2MiB / 15.47GiB
10:48:06,lucky-star-redis,2.64%,17.5MiB / 15.47GiB
10:48:06,lucky-star-admin-service,2.96%,768MiB / 15.47GiB
10:48:06,lucky-star-rank-service,0.84%,671.7MiB / 15.47GiB
10:48:06,lucky-star-notification-service,1.22%,350.9MiB / 15.47GiB
10:48:06,lucky-star-kafka-ui,0.11%,296.7MiB / 15.47GiB
10:48:06,lucky-star-postgres,1.21%,535.2MiB / 15.47GiB
10:48:06,lucky-star-kafka,3.98%,1.345GiB / 15.47GiB
10:48:06,lucky-star-mysql,10.76%,639.5MiB / 15.47GiB
10:48:06,lucky-star-grafana,0.04%,51.38MiB / 15.47GiB
10:48:06,lucky-star-prometheus,2.20%,60.55MiB / 15.47GiB
10:48:06,lucky-star-zookeeper,0.34%,136.7MiB / 15.47GiB
10:48:08,lucky-star-wallet-service,4.83%,503.3MiB / 15.47GiB
10:48:08,lucky-star-member-service,1142.63%,563.9MiB / 15.47GiB
10:48:08,lucky-star-gateway-service,0.38%,484.4MiB / 15.47GiB
10:48:08,lucky-star-game-service,0.65%,779.2MiB / 15.47GiB
10:48:08,lucky-star-redis,3.29%,18.48MiB / 15.47GiB
10:48:08,lucky-star-admin-service,0.84%,767.7MiB / 15.47GiB
10:48:08,lucky-star-rank-service,0.89%,681.6MiB / 15.47GiB
10:48:08,lucky-star-notification-service,0.59%,351.4MiB / 15.47GiB
10:48:08,lucky-star-kafka-ui,0.10%,296.7MiB / 15.47GiB
10:48:08,lucky-star-postgres,1.78%,534.7MiB / 15.47GiB
10:48:08,lucky-star-kafka,4.51%,1.345GiB / 15.47GiB
10:48:08,lucky-star-mysql,11.01%,639.9MiB / 15.47GiB
10:48:08,lucky-star-grafana,0.13%,51.38MiB / 15.47GiB
10:48:08,lucky-star-prometheus,0.00%,59.52MiB / 15.47GiB
10:48:08,lucky-star-zookeeper,0.14%,136.7MiB / 15.47GiB
10:48:10,lucky-star-wallet-service,28.57%,503.4MiB / 15.47GiB
10:48:10,lucky-star-member-service,1046.73%,565MiB / 15.47GiB
10:48:10,lucky-star-gateway-service,0.47%,484.1MiB / 15.47GiB
10:48:10,lucky-star-game-service,0.27%,779.2MiB / 15.47GiB
10:48:10,lucky-star-redis,2.93%,18.49MiB / 15.47GiB
10:48:10,lucky-star-admin-service,0.59%,767.7MiB / 15.47GiB
10:48:10,lucky-star-rank-service,0.94%,681.3MiB / 15.47GiB
10:48:10,lucky-star-notification-service,2.98%,350.9MiB / 15.47GiB
10:48:10,lucky-star-kafka-ui,0.08%,296.7MiB / 15.47GiB
10:48:10,lucky-star-postgres,1.30%,535.2MiB / 15.47GiB
10:48:10,lucky-star-kafka,9.21%,1.346GiB / 15.47GiB
10:48:10,lucky-star-mysql,25.81%,642.3MiB / 15.47GiB
10:48:10,lucky-star-grafana,0.12%,51.38MiB / 15.47GiB
10:48:10,lucky-star-prometheus,0.37%,59.5MiB / 15.47GiB
10:48:10,lucky-star-zookeeper,0.15%,136.7MiB / 15.47GiB
10:48:12,lucky-star-wallet-service,19.44%,503.4MiB / 15.47GiB
10:48:12,lucky-star-member-service,1087.03%,569.1MiB / 15.47GiB
10:48:12,lucky-star-gateway-service,0.17%,484.1MiB / 15.47GiB
10:48:12,lucky-star-game-service,8.02%,779.7MiB / 15.47GiB
10:48:12,lucky-star-redis,2.51%,19.07MiB / 15.47GiB
10:48:12,lucky-star-admin-service,6.97%,768.5MiB / 15.47GiB
10:48:12,lucky-star-rank-service,2.72%,680.9MiB / 15.47GiB
10:48:12,lucky-star-notification-service,5.79%,350.7MiB / 15.47GiB
10:48:12,lucky-star-kafka-ui,0.11%,296.7MiB / 15.47GiB
10:48:12,lucky-star-postgres,1.10%,535.2MiB / 15.47GiB
10:48:12,lucky-star-kafka,4.95%,1.346GiB / 15.47GiB
10:48:12,lucky-star-mysql,10.16%,640.5MiB / 15.47GiB
10:48:12,lucky-star-grafana,0.98%,51.62MiB / 15.47GiB
10:48:12,lucky-star-prometheus,2.52%,59.73MiB / 15.47GiB
10:48:12,lucky-star-zookeeper,0.20%,136.7MiB / 15.47GiB
10:48:14,lucky-star-wallet-service,4.17%,503.6MiB / 15.47GiB
10:48:14,lucky-star-member-service,960.56%,578.8MiB / 15.47GiB
10:48:14,lucky-star-gateway-service,0.34%,483.9MiB / 15.47GiB
10:48:14,lucky-star-game-service,2.83%,780MiB / 15.47GiB
10:48:14,lucky-star-redis,2.27%,18.33MiB / 15.47GiB
10:48:14,lucky-star-admin-service,0.41%,767.6MiB / 15.47GiB
10:48:14,lucky-star-rank-service,0.65%,680.8MiB / 15.47GiB
10:48:14,lucky-star-notification-service,0.79%,350.9MiB / 15.47GiB
10:48:14,lucky-star-kafka-ui,0.09%,296.7MiB / 15.47GiB
10:48:14,lucky-star-postgres,3.71%,535.1MiB / 15.47GiB
10:48:14,lucky-star-kafka,169.13%,1.394GiB / 15.47GiB
10:48:14,lucky-star-mysql,10.88%,640.1MiB / 15.47GiB
10:48:14,lucky-star-grafana,0.04%,51.38MiB / 15.47GiB
10:48:14,lucky-star-prometheus,0.89%,59.31MiB / 15.47GiB
10:48:14,lucky-star-zookeeper,0.11%,136.7MiB / 15.47GiB
10:48:16,lucky-star-wallet-service,13.58%,503.5MiB / 15.47GiB
10:48:16,lucky-star-member-service,935.23%,583.9MiB / 15.47GiB
10:48:16,lucky-star-gateway-service,1.54%,484.4MiB / 15.47GiB
10:48:16,lucky-star-game-service,0.45%,779.7MiB / 15.47GiB
10:48:16,lucky-star-redis,1.81%,18.8MiB / 15.47GiB
10:48:16,lucky-star-admin-service,2.99%,768.1MiB / 15.47GiB
10:48:16,lucky-star-rank-service,0.64%,680.7MiB / 15.47GiB
10:48:16,lucky-star-notification-service,1.28%,350.9MiB / 15.47GiB
10:48:16,lucky-star-kafka-ui,0.16%,296.7MiB / 15.47GiB
10:48:16,lucky-star-postgres,1.25%,534.6MiB / 15.47GiB
10:48:16,lucky-star-kafka,116.77%,1.434GiB / 15.47GiB
10:48:16,lucky-star-mysql,9.40%,640.2MiB / 15.47GiB
10:48:16,lucky-star-grafana,0.18%,51.87MiB / 15.47GiB
10:48:16,lucky-star-prometheus,2.80%,60.22MiB / 15.47GiB
10:48:16,lucky-star-zookeeper,0.15%,136.7MiB / 15.47GiB
10:48:18,lucky-star-wallet-service,10.45%,503.3MiB / 15.47GiB
10:48:18,lucky-star-member-service,1177.35%,585.6MiB / 15.47GiB
10:48:18,lucky-star-gateway-service,0.31%,484.1MiB / 15.47GiB
10:48:18,lucky-star-game-service,0.54%,779.7MiB / 15.47GiB
10:48:18,lucky-star-redis,2.21%,19.04MiB / 15.47GiB
10:48:18,lucky-star-admin-service,0.68%,767.9MiB / 15.47GiB
10:48:18,lucky-star-rank-service,0.55%,681MiB / 15.47GiB
10:48:18,lucky-star-notification-service,3.14%,350.9MiB / 15.47GiB
10:48:18,lucky-star-kafka-ui,0.10%,296.7MiB / 15.47GiB
10:48:18,lucky-star-postgres,1.31%,534.6MiB / 15.47GiB
10:48:18,lucky-star-kafka,5.94%,1.345GiB / 15.47GiB
10:48:18,lucky-star-mysql,12.39%,639.9MiB / 15.47GiB
10:48:18,lucky-star-grafana,0.16%,51.62MiB / 15.47GiB
10:48:18,lucky-star-prometheus,0.82%,60MiB / 15.47GiB
10:48:18,lucky-star-zookeeper,0.13%,136.7MiB / 15.47GiB
10:48:21,lucky-star-wallet-service,5.44%,503.9MiB / 15.47GiB
10:48:21,lucky-star-member-service,1112.38%,590.6MiB / 15.47GiB
10:48:21,lucky-star-gateway-service,1.32%,484.1MiB / 15.47GiB
10:48:21,lucky-star-game-service,0.41%,779.5MiB / 15.47GiB
10:48:21,lucky-star-redis,2.36%,18.32MiB / 15.47GiB
10:48:21,lucky-star-admin-service,3.05%,768.2MiB / 15.47GiB
10:48:21,lucky-star-rank-service,0.63%,681MiB / 15.47GiB
10:48:21,lucky-star-notification-service,0.58%,350.4MiB / 15.47GiB
10:48:21,lucky-star-kafka-ui,0.09%,296.7MiB / 15.47GiB
10:48:21,lucky-star-postgres,1.19%,535.1MiB / 15.47GiB
10:48:21,lucky-star-kafka,4.96%,1.346GiB / 15.47GiB
10:48:21,lucky-star-mysql,17.96%,639.7MiB / 15.47GiB
10:48:21,lucky-star-grafana,0.09%,51.62MiB / 15.47GiB
10:48:21,lucky-star-prometheus,2.19%,59.39MiB / 15.47GiB
10:48:21,lucky-star-zookeeper,0.11%,136.7MiB / 15.47GiB
10:48:23,lucky-star-wallet-service,8.22%,506.5MiB / 15.47GiB
10:48:23,lucky-star-member-service,1076.66%,592.2MiB / 15.47GiB
10:48:23,lucky-star-gateway-service,0.23%,483.9MiB / 15.47GiB
10:48:23,lucky-star-game-service,5.82%,779.6MiB / 15.47GiB
10:48:23,lucky-star-redis,2.92%,18.1MiB / 15.47GiB
10:48:23,lucky-star-admin-service,8.26%,768.3MiB / 15.47GiB
10:48:23,lucky-star-rank-service,2.82%,681.1MiB / 15.47GiB
10:48:23,lucky-star-notification-service,7.97%,351.1MiB / 15.47GiB
10:48:23,lucky-star-kafka-ui,12.92%,297.2MiB / 15.47GiB
10:48:23,lucky-star-postgres,0.96%,535.1MiB / 15.47GiB
10:48:23,lucky-star-kafka,5.48%,1.345GiB / 15.47GiB
10:48:23,lucky-star-mysql,8.72%,639.8MiB / 15.47GiB
10:48:23,lucky-star-grafana,0.16%,51.38MiB / 15.47GiB
10:48:23,lucky-star-prometheus,0.76%,59.42MiB / 15.47GiB
10:48:23,lucky-star-zookeeper,0.13%,137.2MiB / 15.47GiB
10:48:25,lucky-star-wallet-service,54.76%,507.9MiB / 15.47GiB
10:48:25,lucky-star-member-service,1086.18%,592.6MiB / 15.47GiB
10:48:25,lucky-star-gateway-service,0.19%,483.9MiB / 15.47GiB
10:48:25,lucky-star-game-service,0.53%,779.1MiB / 15.47GiB
10:48:25,lucky-star-redis,5.98%,18.04MiB / 15.47GiB
10:48:25,lucky-star-admin-service,0.48%,767.9MiB / 15.47GiB
10:48:25,lucky-star-rank-service,0.62%,680.8MiB / 15.47GiB
10:48:25,lucky-star-notification-service,0.79%,351MiB / 15.47GiB
10:48:25,lucky-star-kafka-ui,0.09%,296.9MiB / 15.47GiB
10:48:25,lucky-star-postgres,0.97%,535.2MiB / 15.47GiB
10:48:25,lucky-star-kafka,5.40%,1.346GiB / 15.47GiB
10:48:25,lucky-star-mysql,9.77%,639.9MiB / 15.47GiB
10:48:25,lucky-star-grafana,0.08%,51.38MiB / 15.47GiB
10:48:25,lucky-star-prometheus,0.18%,60.08MiB / 15.47GiB
10:48:25,lucky-star-zookeeper,0.16%,136.7MiB / 15.47GiB
10:48:27,lucky-star-wallet-service,13.96%,507.3MiB / 15.47GiB
10:48:27,lucky-star-member-service,1034.20%,598.7MiB / 15.47GiB
10:48:27,lucky-star-gateway-service,0.19%,484.6MiB / 15.47GiB
10:48:27,lucky-star-game-service,0.46%,779.3MiB / 15.47GiB
10:48:27,lucky-star-redis,2.33%,18.22MiB / 15.47GiB
10:48:27,lucky-star-admin-service,0.55%,767.6MiB / 15.47GiB
10:48:27,lucky-star-rank-service,3.58%,681.5MiB / 15.47GiB
10:48:27,lucky-star-notification-service,0.81%,350.5MiB / 15.47GiB
10:48:27,lucky-star-kafka-ui,0.18%,296.8MiB / 15.47GiB
10:48:27,lucky-star-postgres,0.94%,535MiB / 15.47GiB
10:48:27,lucky-star-kafka,60.97%,1.367GiB / 15.47GiB
10:48:27,lucky-star-mysql,8.96%,639.9MiB / 15.47GiB
10:48:27,lucky-star-grafana,0.06%,51.38MiB / 15.47GiB
10:48:27,lucky-star-prometheus,2.84%,60.7MiB / 15.47GiB
10:48:27,lucky-star-zookeeper,0.21%,136.7MiB / 15.47GiB
10:48:29,lucky-star-wallet-service,39.77%,507.8MiB / 15.47GiB
10:48:29,lucky-star-member-service,941.13%,598.9MiB / 15.47GiB
10:48:29,lucky-star-gateway-service,0.30%,484.1MiB / 15.47GiB
10:48:29,lucky-star-game-service,33.96%,779.5MiB / 15.47GiB
10:48:29,lucky-star-redis,1.79%,18.69MiB / 15.47GiB
10:48:29,lucky-star-admin-service,0.61%,767.4MiB / 15.47GiB
10:48:29,lucky-star-rank-service,1.14%,681.3MiB / 15.47GiB
10:48:29,lucky-star-notification-service,0.75%,350.5MiB / 15.47GiB
10:48:29,lucky-star-kafka-ui,0.09%,296.8MiB / 15.47GiB
10:48:29,lucky-star-postgres,1.37%,535.5MiB / 15.47GiB
10:48:29,lucky-star-kafka,165.22%,1.423GiB / 15.47GiB
10:48:29,lucky-star-mysql,9.00%,640.1MiB / 15.47GiB
10:48:29,lucky-star-grafana,0.09%,51.38MiB / 15.47GiB
10:48:29,lucky-star-prometheus,0.76%,60.05MiB / 15.47GiB
10:48:29,lucky-star-zookeeper,0.12%,136.7MiB / 15.47GiB
10:48:31,lucky-star-wallet-service,68.08%,510.9MiB / 15.47GiB
10:48:31,lucky-star-member-service,1023.91%,599.7MiB / 15.47GiB
10:48:31,lucky-star-gateway-service,1.82%,483.9MiB / 15.47GiB
10:48:31,lucky-star-game-service,0.57%,779.3MiB / 15.47GiB
10:48:31,lucky-star-redis,2.65%,17.83MiB / 15.47GiB
10:48:31,lucky-star-admin-service,3.60%,767.8MiB / 15.47GiB
10:48:31,lucky-star-rank-service,8.73%,681.8MiB / 15.47GiB
10:48:31,lucky-star-notification-service,0.85%,350.8MiB / 15.47GiB
10:48:31,lucky-star-kafka-ui,0.09%,296.8MiB / 15.47GiB
10:48:31,lucky-star-postgres,1.20%,535.1MiB / 15.47GiB
10:48:31,lucky-star-kafka,5.40%,1.346GiB / 15.47GiB
10:48:31,lucky-star-mysql,17.97%,639.7MiB / 15.47GiB
10:48:31,lucky-star-grafana,0.06%,51.38MiB / 15.47GiB
10:48:31,lucky-star-prometheus,1.62%,59.95MiB / 15.47GiB
10:48:31,lucky-star-zookeeper,7.52%,137.6MiB / 15.47GiB
10:48:33,lucky-star-wallet-service,18.00%,510.4MiB / 15.47GiB
10:48:33,lucky-star-member-service,1132.00%,600.1MiB / 15.47GiB
10:48:33,lucky-star-gateway-service,0.25%,483.9MiB / 15.47GiB
10:48:33,lucky-star-game-service,0.71%,779.1MiB / 15.47GiB
10:48:33,lucky-star-redis,2.71%,19.02MiB / 15.47GiB
10:48:33,lucky-star-admin-service,0.60%,768.2MiB / 15.47GiB
10:48:33,lucky-star-rank-service,0.58%,681.5MiB / 15.47GiB
10:48:33,lucky-star-notification-service,3.08%,351MiB / 15.47GiB
10:48:33,lucky-star-kafka-ui,0.39%,296.8MiB / 15.47GiB
10:48:33,lucky-star-postgres,0.66%,535.3MiB / 15.47GiB
10:48:33,lucky-star-kafka,5.56%,1.346GiB / 15.47GiB
10:48:33,lucky-star-mysql,13.99%,639.3MiB / 15.47GiB
10:48:33,lucky-star-grafana,0.08%,51.38MiB / 15.47GiB
10:48:33,lucky-star-prometheus,0.68%,59.8MiB / 15.47GiB
10:48:33,lucky-star-zookeeper,0.14%,137.1MiB / 15.47GiB
10:48:35,lucky-star-wallet-service,5.99%,510.2MiB / 15.47GiB
10:48:35,lucky-star-member-service,1108.97%,604.5MiB / 15.47GiB
10:48:35,lucky-star-gateway-service,3.58%,485.9MiB / 15.47GiB
10:48:35,lucky-star-game-service,0.18%,779.6MiB / 15.47GiB
10:48:35,lucky-star-redis,6.38%,18.31MiB / 15.47GiB
10:48:35,lucky-star-admin-service,0.42%,768.1MiB / 15.47GiB
10:48:35,lucky-star-rank-service,0.70%,681.2MiB / 15.47GiB
10:48:35,lucky-star-notification-service,0.63%,350.8MiB / 15.47GiB
10:48:35,lucky-star-kafka-ui,0.11%,296.8MiB / 15.47GiB
10:48:35,lucky-star-postgres,0.66%,535.4MiB / 15.47GiB
10:48:35,lucky-star-kafka,3.48%,1.345GiB / 15.47GiB
10:48:35,lucky-star-mysql,9.42%,640.4MiB / 15.47GiB
10:48:35,lucky-star-grafana,0.09%,51.38MiB / 15.47GiB
10:48:35,lucky-star-prometheus,0.91%,59.78MiB / 15.47GiB
10:48:35,lucky-star-zookeeper,0.09%,136.8MiB / 15.47GiB
10:48:37,lucky-star-wallet-service,7.80%,510.4MiB / 15.47GiB
10:48:37,lucky-star-member-service,1147.32%,604.6MiB / 15.47GiB
10:48:37,lucky-star-gateway-service,0.23%,484.3MiB / 15.47GiB
10:48:37,lucky-star-game-service,0.47%,779.2MiB / 15.47GiB
10:48:37,lucky-star-redis,2.69%,18.6MiB / 15.47GiB
10:48:37,lucky-star-admin-service,0.51%,767.7MiB / 15.47GiB
10:48:37,lucky-star-rank-service,3.08%,681.2MiB / 15.47GiB
10:48:37,lucky-star-notification-service,0.57%,350.3MiB / 15.47GiB
10:48:37,lucky-star-kafka-ui,0.10%,296.8MiB / 15.47GiB
10:48:37,lucky-star-postgres,0.79%,535.2MiB / 15.47GiB
10:48:37,lucky-star-kafka,3.88%,1.346GiB / 15.47GiB
10:48:37,lucky-star-mysql,9.69%,640.1MiB / 15.47GiB
10:48:37,lucky-star-grafana,0.22%,51.38MiB / 15.47GiB
10:48:37,lucky-star-prometheus,0.78%,59.43MiB / 15.47GiB
10:48:37,lucky-star-zookeeper,0.10%,136.8MiB / 15.47GiB
10:48:40,lucky-star-wallet-service,6.83%,510.7MiB / 15.47GiB
10:48:40,lucky-star-member-service,1105.27%,610.4MiB / 15.47GiB
10:48:40,lucky-star-gateway-service,0.20%,484.1MiB / 15.47GiB
10:48:40,lucky-star-game-service,1.64%,779.3MiB / 15.47GiB
10:48:40,lucky-star-redis,2.91%,17.54MiB / 15.47GiB
10:48:40,lucky-star-admin-service,0.57%,767.9MiB / 15.47GiB
10:48:40,lucky-star-rank-service,0.48%,681.7MiB / 15.47GiB
10:48:40,lucky-star-notification-service,0.52%,351.2MiB / 15.47GiB
10:48:40,lucky-star-kafka-ui,0.09%,296.8MiB / 15.47GiB
10:48:40,lucky-star-postgres,0.67%,534.7MiB / 15.47GiB
10:48:40,lucky-star-kafka,4.32%,1.345GiB / 15.47GiB
10:48:40,lucky-star-mysql,11.53%,640.2MiB / 15.47GiB
10:48:40,lucky-star-grafana,0.08%,51.37MiB / 15.47GiB
10:48:40,lucky-star-prometheus,0.75%,59.74MiB / 15.47GiB
10:48:40,lucky-star-zookeeper,0.11%,136.8MiB / 15.47GiB
10:48:42,lucky-star-wallet-service,19.61%,510.6MiB / 15.47GiB
10:48:42,lucky-star-member-service,911.03%,616.7MiB / 15.47GiB
10:48:42,lucky-star-gateway-service,0.15%,484.1MiB / 15.47GiB
10:48:42,lucky-star-game-service,0.30%,779.3MiB / 15.47GiB
10:48:42,lucky-star-redis,2.28%,18.57MiB / 15.47GiB
