ts,name,cpu,mem
14:26:12,lucky-star-rank-service,11.63%,629.2MiB / 15.47GiB
14:26:12,lucky-star-notification-service,25.76%,343.4MiB / 15.47GiB
14:26:12,lucky-star-kafka-ui,0.13%,282.3MiB / 15.47GiB
14:26:12,lucky-star-postgres,107.69%,809.8MiB / 15.47GiB
14:26:12,lucky-star-redis,22.73%,12.34MiB / 15.47GiB
14:26:12,lucky-star-kafka,92.72%,1.265GiB / 15.47GiB
14:26:12,lucky-star-mysql,21.29%,594.4MiB / 15.47GiB
14:26:12,lucky-star-grafana,0.06%,52.24MiB / 15.47GiB
14:26:12,lucky-star-prometheus,0.00%,64.94MiB / 15.47GiB
14:26:12,lucky-star-zookeeper,0.10%,134.4MiB / 15.47GiB
14:26:14,lucky-star-gateway-service,104.74%,519.2MiB / 15.47GiB
14:26:14,lucky-star-game-service,251.36%,986.5MiB / 15.47GiB
14:26:14,lucky-star-member-service,1.56%,701.9MiB / 15.47GiB
14:26:14,lucky-star-wallet-service,153.14%,835.5MiB / 15.47GiB
14:26:14,lucky-star-admin-service,33.32%,658.1MiB / 15.47GiB
14:26:14,lucky-star-rank-service,2.17%,629.4MiB / 15.47GiB
14:26:14,lucky-star-notification-service,23.98%,343.4MiB / 15.47GiB
14:26:14,lucky-star-kafka-ui,0.10%,282.3MiB / 15.47GiB
14:26:14,lucky-star-postgres,105.66%,810.4MiB / 15.47GiB
14:26:14,lucky-star-redis,23.06%,12.63MiB / 15.47GiB
14:26:14,lucky-star-kafka,79.23%,1.266GiB / 15.47GiB
14:26:14,lucky-star-mysql,19.19%,594.4MiB / 15.47GiB
14:26:14,lucky-star-grafana,0.04%,52.24MiB / 15.47GiB
14:26:14,lucky-star-prometheus,0.66%,65.09MiB / 15.47GiB
14:26:14,lucky-star-zookeeper,0.10%,134.4MiB / 15.47GiB
14:26:16,lucky-star-gateway-service,103.69%,519.9MiB / 15.47GiB
14:26:16,lucky-star-game-service,248.03%,986.1MiB / 15.47GiB
14:26:16,lucky-star-member-service,5.41%,701.1MiB / 15.47GiB
14:26:16,lucky-star-wallet-service,158.51%,835.6MiB / 15.47GiB
14:26:16,lucky-star-admin-service,33.23%,657.8MiB / 15.47GiB
14:26:16,lucky-star-rank-service,11.89%,629.2MiB / 15.47GiB
14:26:16,lucky-star-notification-service,23.58%,342.9MiB / 15.47GiB
14:26:16,lucky-star-kafka-ui,0.11%,282.3MiB / 15.47GiB
14:26:16,lucky-star-postgres,104.22%,810.5MiB / 15.47GiB
14:26:16,lucky-star-redis,23.41%,12.63MiB / 15.47GiB
14:26:16,lucky-star-kafka,80.88%,1.266GiB / 15.47GiB
14:26:16,lucky-star-mysql,23.03%,593.9MiB / 15.47GiB
14:26:16,lucky-star-grafana,0.05%,52.24MiB / 15.47GiB
14:26:16,lucky-star-prometheus,1.53%,65.09MiB / 15.47GiB
14:26:16,lucky-star-zookeeper,0.08%,134.4MiB / 15.47GiB
14:26:18,lucky-star-gateway-service,98.43%,520.1MiB / 15.47GiB
14:26:18,lucky-star-game-service,239.62%,986.9MiB / 15.47GiB
14:26:18,lucky-star-member-service,0.39%,701MiB / 15.47GiB
14:26:18,lucky-star-wallet-service,150.29%,835.5MiB / 15.47GiB
14:26:18,lucky-star-admin-service,35.45%,657.4MiB / 15.47GiB
14:26:18,lucky-star-rank-service,9.58%,629.2MiB / 15.47GiB
14:26:18,lucky-star-notification-service,23.93%,343.4MiB / 15.47GiB
14:26:18,lucky-star-kafka-ui,0.09%,282.3MiB / 15.47GiB
14:26:18,lucky-star-postgres,106.92%,809.7MiB / 15.47GiB
14:26:18,lucky-star-redis,22.37%,12.41MiB / 15.47GiB
14:26:18,lucky-star-kafka,84.02%,1.266GiB / 15.47GiB
14:26:18,lucky-star-mysql,22.49%,594.3MiB / 15.47GiB
14:26:18,lucky-star-grafana,0.22%,52.24MiB / 15.47GiB
14:26:18,lucky-star-prometheus,0.57%,65.18MiB / 15.47GiB
14:26:18,lucky-star-zookeeper,0.12%,134.9MiB / 15.47GiB
14:26:20,lucky-star-gateway-service,108.45%,519.6MiB / 15.47GiB
14:26:20,lucky-star-game-service,252.02%,988MiB / 15.47GiB
14:26:20,lucky-star-member-service,0.40%,701MiB / 15.47GiB
14:26:20,lucky-star-wallet-service,171.57%,894.1MiB / 15.47GiB
14:26:20,lucky-star-admin-service,35.61%,658.1MiB / 15.47GiB
14:26:20,lucky-star-rank-service,11.28%,629.7MiB / 15.47GiB
14:26:20,lucky-star-notification-service,23.23%,342.9MiB / 15.47GiB
14:26:20,lucky-star-kafka-ui,0.11%,282.3MiB / 15.47GiB
14:26:20,lucky-star-postgres,105.95%,810.7MiB / 15.47GiB
14:26:20,lucky-star-redis,25.15%,13.08MiB / 15.47GiB
14:26:20,lucky-star-kafka,83.73%,1.267GiB / 15.47GiB
14:26:20,lucky-star-mysql,20.71%,594.8MiB / 15.47GiB
14:26:20,lucky-star-grafana,0.06%,52.24MiB / 15.47GiB
14:26:20,lucky-star-prometheus,2.13%,65.15MiB / 15.47GiB
14:26:20,lucky-star-zookeeper,0.12%,134.4MiB / 15.47GiB
14:26:22,lucky-star-gateway-service,104.47%,519.9MiB / 15.47GiB
14:26:22,lucky-star-game-service,237.94%,987.6MiB / 15.47GiB
14:26:22,lucky-star-member-service,0.51%,701.5MiB / 15.47GiB
14:26:22,lucky-star-wallet-service,144.37%,893.9MiB / 15.47GiB
14:26:22,lucky-star-admin-service,25.13%,657.6MiB / 15.47GiB
14:26:22,lucky-star-rank-service,9.00%,629.2MiB / 15.47GiB
14:26:22,lucky-star-notification-service,18.54%,343.2MiB / 15.47GiB
14:26:22,lucky-star-kafka-ui,0.10%,282.3MiB / 15.47GiB
14:26:22,lucky-star-postgres,95.98%,811.3MiB / 15.47GiB
14:26:22,lucky-star-redis,24.35%,13.59MiB / 15.47GiB
14:26:22,lucky-star-kafka,163.88%,1.316GiB / 15.47GiB
14:26:22,lucky-star-mysql,21.28%,594.6MiB / 15.47GiB
14:26:22,lucky-star-grafana,1.18%,52.25MiB / 15.47GiB
14:26:22,lucky-star-prometheus,0.58%,64.95MiB / 15.47GiB
14:26:22,lucky-star-zookeeper,0.08%,134.4MiB / 15.47GiB
14:26:24,lucky-star-gateway-service,59.25%,517.9MiB / 15.47GiB
14:26:24,lucky-star-game-service,155.36%,984.2MiB / 15.47GiB
14:26:24,lucky-star-member-service,1.70%,701.3MiB / 15.47GiB
14:26:24,lucky-star-wallet-service,105.27%,893MiB / 15.47GiB
14:26:24,lucky-star-admin-service,42.62%,659.2MiB / 15.47GiB
14:26:24,lucky-star-rank-service,9.25%,630.9MiB / 15.47GiB
14:26:24,lucky-star-notification-service,16.17%,343.2MiB / 15.47GiB
14:26:24,lucky-star-kafka-ui,0.09%,282.3MiB / 15.47GiB
14:26:24,lucky-star-postgres,67.92%,810.6MiB / 15.47GiB
14:26:24,lucky-star-redis,19.42%,12.9MiB / 15.47GiB
14:26:24,lucky-star-kafka,179.77%,1.348GiB / 15.47GiB
14:26:24,lucky-star-mysql,19.98%,595.4MiB / 15.47GiB
14:26:24,lucky-star-grafana,0.06%,52.25MiB / 15.47GiB
14:26:24,lucky-star-prometheus,0.72%,64.95MiB / 15.47GiB
14:26:24,lucky-star-zookeeper,0.07%,134.4MiB / 15.47GiB
14:26:26,lucky-star-gateway-service,0.11%,518.1MiB / 15.47GiB
14:26:26,lucky-star-game-service,0.34%,984.1MiB / 15.47GiB
14:26:26,lucky-star-member-service,0.28%,701MiB / 15.47GiB
14:26:26,lucky-star-wallet-service,14.44%,893.2MiB / 15.47GiB
14:26:26,lucky-star-admin-service,47.51%,658.5MiB / 15.47GiB
14:26:26,lucky-star-rank-service,5.10%,630.5MiB / 15.47GiB
14:26:26,lucky-star-notification-service,0.31%,343.4MiB / 15.47GiB
14:26:26,lucky-star-kafka-ui,0.05%,282.4MiB / 15.47GiB
14:26:26,lucky-star-postgres,2.18%,811.2MiB / 15.47GiB
14:26:26,lucky-star-redis,11.65%,13.15MiB / 15.47GiB
14:26:26,lucky-star-kafka,50.59%,1.268GiB / 15.47GiB
14:26:26,lucky-star-mysql,14.95%,595.6MiB / 15.47GiB
14:26:26,lucky-star-grafana,0.04%,52.25MiB / 15.47GiB
14:26:26,lucky-star-prometheus,0.67%,65.94MiB / 15.47GiB
14:26:26,lucky-star-zookeeper,0.05%,134.4MiB / 15.47GiB
14:26:29,lucky-star-gateway-service,1.79%,517.8MiB / 15.47GiB
14:26:29,lucky-star-game-service,0.81%,984.3MiB / 15.47GiB
14:26:29,lucky-star-member-service,0.21%,701.8MiB / 15.47GiB
14:26:29,lucky-star-wallet-service,15.80%,893.2MiB / 15.47GiB
14:26:29,lucky-star-admin-service,7.40%,658.6MiB / 15.47GiB
14:26:29,lucky-star-rank-service,7.09%,630.7MiB / 15.47GiB
14:26:29,lucky-star-notification-service,0.36%,343.4MiB / 15.47GiB
14:26:29,lucky-star-kafka-ui,0.05%,282.4MiB / 15.47GiB
14:26:29,lucky-star-postgres,7.63%,811.2MiB / 15.47GiB
14:26:29,lucky-star-redis,2.91%,12.91MiB / 15.47GiB
14:26:29,lucky-star-kafka,17.55%,1.267GiB / 15.47GiB
14:26:29,lucky-star-mysql,13.91%,596.3MiB / 15.47GiB
14:26:29,lucky-star-grafana,0.10%,52.25MiB / 15.47GiB
14:26:29,lucky-star-prometheus,0.53%,65.44MiB / 15.47GiB
14:26:29,lucky-star-zookeeper,2.99%,135MiB / 15.47GiB
14:26:31,lucky-star-gateway-service,0.10%,518MiB / 15.47GiB
14:26:31,lucky-star-game-service,0.25%,983.7MiB / 15.47GiB
14:26:31,lucky-star-member-service,0.28%,701.5MiB / 15.47GiB
14:26:31,lucky-star-wallet-service,18.18%,893.2MiB / 15.47GiB
14:26:31,lucky-star-admin-service,4.90%,658.4MiB / 15.47GiB
14:26:31,lucky-star-rank-service,7.01%,630.5MiB / 15.47GiB
14:26:31,lucky-star-notification-service,0.33%,343.2MiB / 15.47GiB
14:26:31,lucky-star-kafka-ui,0.08%,282.4MiB / 15.47GiB
14:26:31,lucky-star-postgres,1.73%,811.9MiB / 15.47GiB
14:26:31,lucky-star-redis,2.66%,13.15MiB / 15.47GiB
14:26:31,lucky-star-kafka,16.41%,1.267GiB / 15.47GiB
14:26:31,lucky-star-mysql,12.93%,595.6MiB / 15.47GiB
14:26:31,lucky-star-grafana,0.04%,52.25MiB / 15.47GiB
14:26:31,lucky-star-prometheus,1.09%,66.39MiB / 15.47GiB
14:26:31,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:26:33,lucky-star-gateway-service,0.09%,517.5MiB / 15.47GiB
14:26:33,lucky-star-game-service,0.22%,983.7MiB / 15.47GiB
14:26:33,lucky-star-member-service,0.20%,701MiB / 15.47GiB
14:26:33,lucky-star-wallet-service,15.72%,893.7MiB / 15.47GiB
14:26:33,lucky-star-admin-service,4.85%,658.6MiB / 15.47GiB
14:26:33,lucky-star-rank-service,6.73%,630.7MiB / 15.47GiB
14:26:33,lucky-star-notification-service,0.87%,343.7MiB / 15.47GiB
14:26:33,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:26:33,lucky-star-postgres,1.60%,812.1MiB / 15.47GiB
14:26:33,lucky-star-redis,2.43%,12.89MiB / 15.47GiB
14:26:33,lucky-star-kafka,16.04%,1.267GiB / 15.47GiB
14:26:33,lucky-star-mysql,12.48%,596.4MiB / 15.47GiB
14:26:33,lucky-star-grafana,0.05%,52.25MiB / 15.47GiB
14:26:33,lucky-star-prometheus,0.47%,64.96MiB / 15.47GiB
14:26:33,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:26:35,lucky-star-gateway-service,0.82%,517.8MiB / 15.47GiB
14:26:35,lucky-star-game-service,0.23%,983.7MiB / 15.47GiB
14:26:35,lucky-star-member-service,0.83%,701MiB / 15.47GiB
14:26:35,lucky-star-wallet-service,17.93%,893MiB / 15.47GiB
14:26:35,lucky-star-admin-service,6.91%,658.4MiB / 15.47GiB
14:26:35,lucky-star-rank-service,8.02%,629.9MiB / 15.47GiB
14:26:35,lucky-star-notification-service,0.45%,343.4MiB / 15.47GiB
14:26:35,lucky-star-kafka-ui,0.07%,282.4MiB / 15.47GiB
14:26:35,lucky-star-postgres,1.86%,811.3MiB / 15.47GiB
14:26:35,lucky-star-redis,4.79%,13.58MiB / 15.47GiB
14:26:35,lucky-star-kafka,20.67%,1.267GiB / 15.47GiB
14:26:35,lucky-star-mysql,14.24%,595.9MiB / 15.47GiB
14:26:35,lucky-star-grafana,0.05%,52.25MiB / 15.47GiB
14:26:35,lucky-star-prometheus,1.59%,66.01MiB / 15.47GiB
14:26:35,lucky-star-zookeeper,0.07%,134.4MiB / 15.47GiB
14:26:37,lucky-star-gateway-service,0.13%,517.5MiB / 15.47GiB
14:26:37,lucky-star-game-service,0.26%,983.8MiB / 15.47GiB
14:26:37,lucky-star-member-service,0.19%,701.3MiB / 15.47GiB
14:26:37,lucky-star-wallet-service,16.17%,893.7MiB / 15.47GiB
14:26:37,lucky-star-admin-service,4.16%,658.1MiB / 15.47GiB
14:26:37,lucky-star-rank-service,6.34%,631.6MiB / 15.47GiB
14:26:37,lucky-star-notification-service,0.29%,343.2MiB / 15.47GiB
14:26:37,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:26:37,lucky-star-postgres,1.31%,811.4MiB / 15.47GiB
14:26:37,lucky-star-redis,2.16%,12.92MiB / 15.47GiB
14:26:37,lucky-star-kafka,36.47%,1.267GiB / 15.47GiB
14:26:37,lucky-star-mysql,12.93%,596MiB / 15.47GiB
14:26:37,lucky-star-grafana,0.05%,52.25MiB / 15.47GiB
14:26:37,lucky-star-prometheus,0.41%,65.43MiB / 15.47GiB
14:26:37,lucky-star-zookeeper,0.05%,134.4MiB / 15.47GiB
14:26:39,lucky-star-gateway-service,0.09%,517.5MiB / 15.47GiB
14:26:39,lucky-star-game-service,0.24%,983.7MiB / 15.47GiB
14:26:39,lucky-star-member-service,0.16%,701.3MiB / 15.47GiB
14:26:39,lucky-star-wallet-service,14.30%,893MiB / 15.47GiB
14:26:39,lucky-star-admin-service,6.30%,658.6MiB / 15.47GiB
14:26:39,lucky-star-rank-service,4.46%,631.1MiB / 15.47GiB
14:26:39,lucky-star-notification-service,0.51%,343.7MiB / 15.47GiB
14:26:39,lucky-star-kafka-ui,0.05%,282.4MiB / 15.47GiB
14:26:39,lucky-star-postgres,5.88%,811.2MiB / 15.47GiB
14:26:39,lucky-star-redis,1.72%,12.18MiB / 15.47GiB
14:26:39,lucky-star-kafka,12.55%,1.267GiB / 15.47GiB
14:26:39,lucky-star-mysql,12.20%,595.8MiB / 15.47GiB
14:26:39,lucky-star-grafana,0.05%,52.25MiB / 15.47GiB
14:26:39,lucky-star-prometheus,0.00%,64.94MiB / 15.47GiB
14:26:39,lucky-star-zookeeper,3.03%,134.6MiB / 15.47GiB
14:26:41,lucky-star-gateway-service,0.11%,517.5MiB / 15.47GiB
14:26:41,lucky-star-game-service,0.24%,984MiB / 15.47GiB
14:26:41,lucky-star-member-service,0.32%,701.8MiB / 15.47GiB
14:26:41,lucky-star-wallet-service,16.42%,893.2MiB / 15.47GiB
14:26:41,lucky-star-admin-service,6.08%,658.4MiB / 15.47GiB
14:26:41,lucky-star-rank-service,8.78%,630.6MiB / 15.47GiB
14:26:41,lucky-star-notification-service,0.80%,343.7MiB / 15.47GiB
14:26:41,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:26:41,lucky-star-postgres,1.79%,811.4MiB / 15.47GiB
14:26:41,lucky-star-redis,2.84%,12.67MiB / 15.47GiB
14:26:41,lucky-star-kafka,15.69%,1.267GiB / 15.47GiB
14:26:41,lucky-star-mysql,13.04%,596.6MiB / 15.47GiB
14:26:41,lucky-star-grafana,0.05%,52.25MiB / 15.47GiB
14:26:41,lucky-star-prometheus,1.55%,65.67MiB / 15.47GiB
14:26:41,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:26:43,lucky-star-gateway-service,0.10%,517.5MiB / 15.47GiB
14:26:43,lucky-star-game-service,0.66%,983.8MiB / 15.47GiB
14:26:43,lucky-star-member-service,0.17%,701MiB / 15.47GiB
14:26:43,lucky-star-wallet-service,14.61%,894.2MiB / 15.47GiB
14:26:43,lucky-star-admin-service,4.53%,658.4MiB / 15.47GiB
14:26:43,lucky-star-rank-service,5.85%,630.9MiB / 15.47GiB
14:26:43,lucky-star-notification-service,1.04%,343.9MiB / 15.47GiB
14:26:43,lucky-star-kafka-ui,0.07%,282.4MiB / 15.47GiB
14:26:43,lucky-star-postgres,2.06%,811.4MiB / 15.47GiB
14:26:43,lucky-star-redis,2.24%,13.13MiB / 15.47GiB
14:26:43,lucky-star-kafka,14.23%,1.267GiB / 15.47GiB
14:26:43,lucky-star-mysql,12.22%,596.7MiB / 15.47GiB
14:26:43,lucky-star-grafana,0.05%,52.25MiB / 15.47GiB
14:26:43,lucky-star-prometheus,0.94%,66.54MiB / 15.47GiB
14:26:43,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:26:45,lucky-star-gateway-service,0.57%,517.8MiB / 15.47GiB
14:26:45,lucky-star-game-service,0.23%,983.7MiB / 15.47GiB
14:26:45,lucky-star-member-service,0.17%,701.3MiB / 15.47GiB
14:26:45,lucky-star-wallet-service,15.41%,893.1MiB / 15.47GiB
14:26:45,lucky-star-admin-service,5.15%,658.4MiB / 15.47GiB
14:26:45,lucky-star-rank-service,8.31%,630.5MiB / 15.47GiB
14:26:45,lucky-star-notification-service,0.94%,344.4MiB / 15.47GiB
14:26:45,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:26:45,lucky-star-postgres,1.67%,811.4MiB / 15.47GiB
14:26:45,lucky-star-redis,4.13%,13.13MiB / 15.47GiB
14:26:45,lucky-star-kafka,15.21%,1.267GiB / 15.47GiB
14:26:45,lucky-star-mysql,12.84%,596.9MiB / 15.47GiB
14:26:45,lucky-star-grafana,0.03%,52.25MiB / 15.47GiB
14:26:45,lucky-star-prometheus,1.00%,65.22MiB / 15.47GiB
14:26:45,lucky-star-zookeeper,0.07%,134.4MiB / 15.47GiB
14:26:47,lucky-star-gateway-service,0.15%,517.5MiB / 15.47GiB
14:26:47,lucky-star-game-service,0.25%,983.7MiB / 15.47GiB
14:26:47,lucky-star-member-service,0.33%,701.5MiB / 15.47GiB
14:26:47,lucky-star-wallet-service,21.30%,893MiB / 15.47GiB
14:26:47,lucky-star-admin-service,7.70%,658.3MiB / 15.47GiB
14:26:47,lucky-star-rank-service,9.95%,630.4MiB / 15.47GiB
14:26:47,lucky-star-notification-service,1.89%,344MiB / 15.47GiB
14:26:47,lucky-star-kafka-ui,0.07%,282.4MiB / 15.47GiB
14:26:47,lucky-star-postgres,2.33%,811.7MiB / 15.47GiB
14:26:47,lucky-star-redis,3.74%,12.41MiB / 15.47GiB
14:26:47,lucky-star-kafka,169.33%,1.345GiB / 15.47GiB
14:26:47,lucky-star-mysql,18.90%,596.9MiB / 15.47GiB
14:26:47,lucky-star-grafana,0.04%,52.25MiB / 15.47GiB
14:26:47,lucky-star-prometheus,0.57%,65.98MiB / 15.47GiB
14:26:47,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:26:49,lucky-star-gateway-service,0.12%,517.8MiB / 15.47GiB
14:26:49,lucky-star-game-service,0.27%,983.7MiB / 15.47GiB
14:26:49,lucky-star-member-service,0.78%,701.5MiB / 15.47GiB
14:26:49,lucky-star-wallet-service,15.21%,893.3MiB / 15.47GiB
14:26:49,lucky-star-admin-service,6.82%,658.9MiB / 15.47GiB
14:26:49,lucky-star-rank-service,6.36%,631.1MiB / 15.47GiB
14:26:49,lucky-star-notification-service,0.81%,343.2MiB / 15.47GiB
14:26:49,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:26:49,lucky-star-postgres,1.93%,812MiB / 15.47GiB
14:26:49,lucky-star-redis,2.31%,12.67MiB / 15.47GiB
14:26:49,lucky-star-kafka,22.97%,1.226GiB / 15.47GiB
14:26:49,lucky-star-mysql,13.28%,596.8MiB / 15.47GiB
14:26:49,lucky-star-grafana,0.05%,52.25MiB / 15.47GiB
14:26:49,lucky-star-prometheus,0.73%,65.39MiB / 15.47GiB
14:26:49,lucky-star-zookeeper,2.85%,134.7MiB / 15.47GiB
14:26:51,lucky-star-gateway-service,0.13%,517.8MiB / 15.47GiB
14:26:51,lucky-star-game-service,0.21%,983.7MiB / 15.47GiB
14:26:51,lucky-star-member-service,0.27%,701.5MiB / 15.47GiB
14:26:51,lucky-star-wallet-service,16.38%,892.9MiB / 15.47GiB
14:26:51,lucky-star-admin-service,5.92%,658.4MiB / 15.47GiB
14:26:51,lucky-star-rank-service,7.74%,631.3MiB / 15.47GiB
14:26:51,lucky-star-notification-service,1.01%,343.7MiB / 15.47GiB
14:26:51,lucky-star-kafka-ui,0.08%,282.4MiB / 15.47GiB
14:26:51,lucky-star-postgres,2.04%,812.7MiB / 15.47GiB
14:26:51,lucky-star-redis,2.63%,12.68MiB / 15.47GiB
14:26:51,lucky-star-kafka,16.88%,1.226GiB / 15.47GiB
14:26:51,lucky-star-mysql,13.30%,596.5MiB / 15.47GiB
14:26:51,lucky-star-grafana,0.17%,52.25MiB / 15.47GiB
14:26:51,lucky-star-prometheus,1.26%,65.28MiB / 15.47GiB
14:26:51,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:26:53,lucky-star-gateway-service,0.10%,517.5MiB / 15.47GiB
14:26:53,lucky-star-game-service,0.58%,984MiB / 15.47GiB
14:26:53,lucky-star-member-service,0.20%,701.5MiB / 15.47GiB
14:26:53,lucky-star-wallet-service,13.23%,893.5MiB / 15.47GiB
14:26:53,lucky-star-admin-service,3.26%,658.9MiB / 15.47GiB
14:26:53,lucky-star-rank-service,4.21%,630.9MiB / 15.47GiB
14:26:53,lucky-star-notification-service,0.60%,343.2MiB / 15.47GiB
14:26:53,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:26:53,lucky-star-postgres,1.30%,811.5MiB / 15.47GiB
14:26:53,lucky-star-redis,1.34%,12.43MiB / 15.47GiB
14:26:53,lucky-star-kafka,11.57%,1.226GiB / 15.47GiB
14:26:53,lucky-star-mysql,11.04%,597.3MiB / 15.47GiB
14:26:53,lucky-star-grafana,0.04%,52.25MiB / 15.47GiB
14:26:53,lucky-star-prometheus,0.31%,65.38MiB / 15.47GiB
14:26:53,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:26:55,lucky-star-gateway-service,3.73%,519MiB / 15.47GiB
14:26:55,lucky-star-game-service,30.76%,985.3MiB / 15.47GiB
14:26:55,lucky-star-member-service,0.23%,701MiB / 15.47GiB
14:26:55,lucky-star-wallet-service,31.32%,893.7MiB / 15.47GiB
14:26:55,lucky-star-admin-service,6.82%,657.1MiB / 15.47GiB
14:26:55,lucky-star-rank-service,10.77%,630.2MiB / 15.47GiB
14:26:55,lucky-star-notification-service,3.23%,343.6MiB / 15.47GiB
14:26:55,lucky-star-kafka-ui,0.07%,282.4MiB / 15.47GiB
14:26:55,lucky-star-postgres,8.66%,811.2MiB / 15.47GiB
14:26:55,lucky-star-redis,5.53%,12.69MiB / 15.47GiB
14:26:55,lucky-star-kafka,17.82%,1.225GiB / 15.47GiB
14:26:55,lucky-star-mysql,21.21%,596.8MiB / 15.47GiB
14:26:55,lucky-star-grafana,0.08%,52.25MiB / 15.47GiB
14:26:55,lucky-star-prometheus,1.72%,66.01MiB / 15.47GiB
14:26:55,lucky-star-zookeeper,0.08%,134.4MiB / 15.47GiB
14:26:57,lucky-star-gateway-service,0.75%,518.2MiB / 15.47GiB
14:26:57,lucky-star-game-service,0.62%,984.8MiB / 15.47GiB
14:26:57,lucky-star-member-service,0.20%,701.3MiB / 15.47GiB
14:26:57,lucky-star-wallet-service,15.83%,893.5MiB / 15.47GiB
14:26:57,lucky-star-admin-service,4.76%,658.6MiB / 15.47GiB
14:26:57,lucky-star-rank-service,6.60%,629.9MiB / 15.47GiB
14:26:57,lucky-star-notification-service,0.88%,344.2MiB / 15.47GiB
14:26:57,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:26:57,lucky-star-postgres,1.77%,824.4MiB / 15.47GiB
14:26:57,lucky-star-redis,2.74%,12.68MiB / 15.47GiB
14:26:57,lucky-star-kafka,15.94%,1.226GiB / 15.47GiB
14:26:57,lucky-star-mysql,12.96%,597MiB / 15.47GiB
14:26:57,lucky-star-grafana,0.03%,52.25MiB / 15.47GiB
14:26:57,lucky-star-prometheus,0.46%,66.06MiB / 15.47GiB
14:26:57,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:26:59,lucky-star-gateway-service,0.11%,517.2MiB / 15.47GiB
14:26:59,lucky-star-game-service,0.26%,983.3MiB / 15.47GiB
14:26:59,lucky-star-member-service,0.80%,701.3MiB / 15.47GiB
14:26:59,lucky-star-wallet-service,15.91%,893.3MiB / 15.47GiB
14:26:59,lucky-star-admin-service,6.45%,658MiB / 15.47GiB
14:26:59,lucky-star-rank-service,6.17%,631MiB / 15.47GiB
14:26:59,lucky-star-notification-service,0.50%,343.4MiB / 15.47GiB
14:26:59,lucky-star-kafka-ui,0.07%,282.4MiB / 15.47GiB
14:26:59,lucky-star-postgres,1.49%,824.6MiB / 15.47GiB
14:26:59,lucky-star-redis,2.36%,12.68MiB / 15.47GiB
14:26:59,lucky-star-kafka,61.07%,1.225GiB / 15.47GiB
14:26:59,lucky-star-mysql,14.26%,598MiB / 15.47GiB
14:26:59,lucky-star-grafana,0.05%,52.25MiB / 15.47GiB
14:26:59,lucky-star-prometheus,0.46%,65.56MiB / 15.47GiB
14:26:59,lucky-star-zookeeper,3.20%,134.7MiB / 15.47GiB
14:27:01,lucky-star-gateway-service,0.14%,517.2MiB / 15.47GiB
14:27:01,lucky-star-game-service,0.23%,983.6MiB / 15.47GiB
14:27:01,lucky-star-member-service,0.29%,701.3MiB / 15.47GiB
14:27:01,lucky-star-wallet-service,14.45%,892.7MiB / 15.47GiB
14:27:01,lucky-star-admin-service,4.56%,658.9MiB / 15.47GiB
14:27:01,lucky-star-rank-service,6.01%,630.7MiB / 15.47GiB
14:27:01,lucky-star-notification-service,0.67%,344.2MiB / 15.47GiB
14:27:01,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:01,lucky-star-postgres,1.55%,824.3MiB / 15.47GiB
14:27:01,lucky-star-redis,2.26%,12.44MiB / 15.47GiB
14:27:01,lucky-star-kafka,14.84%,1.227GiB / 15.47GiB
14:27:01,lucky-star-mysql,13.11%,597.5MiB / 15.47GiB
14:27:01,lucky-star-grafana,0.06%,52.25MiB / 15.47GiB
14:27:01,lucky-star-prometheus,0.34%,65.29MiB / 15.47GiB
14:27:01,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:27:03,lucky-star-gateway-service,0.12%,517.2MiB / 15.47GiB
14:27:03,lucky-star-game-service,3.35%,983.9MiB / 15.47GiB
14:27:03,lucky-star-member-service,0.17%,701.5MiB / 15.47GiB
14:27:03,lucky-star-wallet-service,14.51%,893.1MiB / 15.47GiB
14:27:03,lucky-star-admin-service,3.82%,659.1MiB / 15.47GiB
14:27:03,lucky-star-rank-service,5.94%,630.6MiB / 15.47GiB
14:27:03,lucky-star-notification-service,0.44%,343.4MiB / 15.47GiB
14:27:03,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:03,lucky-star-postgres,1.55%,824.5MiB / 15.47GiB
14:27:03,lucky-star-redis,2.25%,12.43MiB / 15.47GiB
14:27:03,lucky-star-kafka,14.32%,1.227GiB / 15.47GiB
